"Client","Campaign Name","Sent Date","Total Recipients","Opens","Open Rate","Clicks","Click Rate","CTR","Bounces","Unsubscriptions","Spam Complaints","Tags","Email Format","Time","Subject","Employment Status","Topic","Product Type","Date Entered","MoAf","Day","Covid","Size","Subject Length","Punctuation","lastChar","Duplicate","Techniques"
"AZFW","AZFW PG Newsletter 2022-02-01",2022-02-01,4297,1349,34.98,125,3.24,9.27,440,19,0,NA,NA,NA,"AFW Endowment & Planned Giving Newsletter","Inactive","Best Practices","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",41,"Yes","No Punctuation","Yes","No"
"AZFW","AZFW PG Newsletter 2022-06-21",2022-06-21,4523,1383,34.1,142,3.5,10.27,467,23,0,NA,NA,NA,"AFW Endowment & Planned Giving Newsletter","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",41,"Yes","No Punctuation","Yes","No"
"AZFW","AZFW PG Newsletter 2022-09-08",2022-09-08,4219,1500,37.58,175,4.38,11.67,228,34,0,NA,NA,NA,"AFW Endowment & Planned Giving Newsletter","Inactive","Life Income Gifts","Donor-Centric
Newsletter",NA,NA,"Thursday","Post-COVID","Large",41,"Yes","No Punctuation","Yes","No"
"AZFW","AZFW PG Newsletter 2022-11-15",2022-11-15,4056,1478,37.47,260,6.59,17.59,111,15,0,NA,NA,NA,"AFW Endowment & Planned Giving Newsletter","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",41,"Yes","No Punctuation","Yes","No"
"AZFW","AZFW PG Newsletter 2023-03-19",2023-03-19,3998,1486,38.45,135,3.49,9.08,133,24,0,NA,NA,NA,"AFW Endowment & Planned Giving Newsletter","Inactive","Life Stages","Donor-Centric
Newsletter",NA,NA,"Sunday","Post-COVID","Large",41,"Yes","No Punctuation","Yes","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2014-10",2014-10-30,5261,1108,22.28,53,1.07,4.78,287,19,7,NA,NA,NA,"BCM Gift Planning eNewsletter","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",29,"No","No Punctuation","Yes","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2015-02",2015-02-11,5030,1032,20.95,47,0.95,4.55,105,13,10,NA,NA,NA,"BCM Gift Planning eNewsletter","Inactive","Annuities","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",29,"No","No Punctuation","Yes","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2015-09",2015-09-23,5248,1169,23.13,61,1.21,5.22,193,14,10,NA,NA,NA,"BCM Gift Planning eNewsletter","Inactive","Stock","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",29,"No","No Punctuation","Yes","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2017-06-15",2017-06-13,3518,795,24.19,48,1.46,6.04,232,5,4,NA,NA,NA,"Creating Legacies eNewsletter – Spring/Summer 2017 Edition","Inactive","Retirement Assets","Donor-Centric
Newsletter",NA,NA,"Tuesday","Pre-COVID","Large",58,"Yes","No Punctuation","No","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2017-11-09",2017-11-09,3493,754,22.92,18,0.55,2.39,203,9,5,NA,NA,NA,"Creating Legacies eNewsletter – Fall/Winter 2017-18 Edition","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",59,"Yes","No Punctuation","No","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2018-05-17",2018-05-17,3457,779,23.51,24,0.72,3.08,144,2,2,NA,NA,NA,"Creating Legacies eNewsletter – Spring/Summer 2018 Edition","Inactive","DAF","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",58,"Yes","No Punctuation","No","No"
"Baylor College of Medicine","BCM IRA Postcard Echo 2018-09",2018-09-05,1455,369,26.99,5,0.37,1.36,88,8,2,NA,NA,NA,"Consider This Smart Planning Option in 2018","Inactive","IRA","Donor-Centric
Postcard",NA,NA,"Wednesday","Pre-COVID","Large",43,"No","No Punctuation","No","No"
"Baylor College of Medicine","BCM Quarterly Gift Planning e-Newsletter 2018-11-14",2018-11-14,3430,692,21.5,26,0.81,3.76,212,5,2,NA,NA,NA,"Creating Legacies eNewsletter – Fall/Winter 2018 Edition","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",56,"Yes","No Punctuation","No","No"
"Baylor College of Medicine","BCM Creating Legacies e-Newsletter 2020-12-03 (2 of 2)",2020-12-03,6037,1153,23.36,37,0.75,3.21,1102,31,5,NA,NA,NA,"Creating Legacies eNewsletter – Fall 2020","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Thursday","Post-COVID","Large",41,"Yes","No Punctuation","No","No"
"Baylor College of Medicine","BCM Creating Legacies e-Newsletter 2021-11-02 (1 of 1)",2021-11-02,2285,731,34.91,83,3.96,11.35,191,5,2,NA,NA,NA,"Creating Legacies eNewsletter – Fall 2021","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",41,"Yes","No Punctuation","No","No"
"Canterbury School","Canterbury School Bequest Mailer Echo 2020-03 (1 of 2)",2020-03-13,521,211,43.33,9,1.85,4.27,34,1,2,NA,NA,NA,"A Gift in Your Will Matters","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Small",27,"No","No Punctuation","No","No"
"Chico State","Chico Eblast 2017-10",2017-11-01,4967,949,20.54,14,0.3,1.48,346,23,9,NA,NA,NA,"Why Your Will is Important: Chico State’s Guide to Planned Giving","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",65,"Yes","No Punctuation","No","No"
"Chico State","Chico Eblast 2018-07 (Issue 2 of 2)",2018-07-25,5016,1136,24.03,46,0.97,4.05,289,27,6,NA,NA,NA,"Appreciated Stock: Valuable Giving Options","Inactive","Stock","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",42,"Yes","No Punctuation","No","No"
"Chico State","Chico Eblast 2018-12 (Issue 1 of 4)",2018-12-19,4423,1020,24.26,55,1.31,5.39,219,33,2,NA,NA,NA,"Simple Steps Make a Difference","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",30,"No","No Punctuation","No","No"
"Chico State","Chico Eblast 2019-07 (Issue 2 of 4)",2019-07-08,4365,987,23.86,50,1.21,5.07,228,20,4,NA,NA,NA,"Wills and Living Trusts: Take Charge of Your Legacy","Inactive","Wills","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",51,"Yes","No Punctuation","No","No"
"Chico State","Chico Eblast 2019-12 (Issue 3 of 4)",2019-12-09,4240,815,19.93,34,0.83,4.17,151,15,2,NA,NA,NA,"Year-End Planning: Take Charge of Your Legacy","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",45,"Yes","No Punctuation","Yes","No"
"Chico State","Chico Eblast 2020-10-15 (Issue 4 of 4)",2020-10-15,4243,993,24.57,43,1.06,4.33,202,34,6,NA,NA,NA,"Year-End Planning: Take Charge of Your Legacy","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Thursday","Post-COVID","Large",45,"Yes","No Punctuation","Yes","No"
"CSU Channel Islands","CSUCI CGA Blast 2021-06-09",2021-06-15,1864,383,25.48,15,1,3.92,361,13,2,NA,NA,NA,"Two important benefits from a gift that gives back","Inactive","Annuities","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",50,"No","No Punctuation","No","No"
"Culver","Culver_Will_Guide_2021-09",2021-09-14,2095,137,20.42,23,3.43,16.79,1424,3,2,NA,NA,NA,"Shape your legacy","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",17,"No","No Punctuation","No","No"
"Culver","Culver_Year_End_2022-11-15",2022-11-15,2530,168,26.58,40,6.33,23.81,1898,2,1,NA,NA,NA,"Good gift options for your Culver legacy.","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",41,"Yes","Period","No","No"
"Denison","Denison e-Blast 2016-10-06",2016-10-06,3928,1100,29.6,22,0.59,2,212,10,8,NA,NA,NA,"Plan now. Give later.","Inactive","Revokable Gifts","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Large",21,"Yes","Period","No","No"
"Denison","Denison e-Blast 2017-01-09",2017-01-09,2052,805,40.01,19,0.94,2.36,40,10,0,NA,NA,NA,"Help Denison make a difference...","Inactive","Annuities","Donor-Centric
Target Mailer",NA,NA,"Monday","Pre-COVID","Large",33,"Yes","Period","No","No"
"Denison","Denison e-Blast 2017-05-26",2017-05-26,2596,957,38.78,16,0.65,1.67,128,3,3,NA,NA,NA,"Denison and You... Partners in Gift Planning","Inactive","Retirement Assets","Donor-Centric
Newsletter",NA,NA,"Friday","Pre-COVID","Large",44,"Yes","No Punctuation","No","No"
"Denison","Denison e-Blast 2017-09-11",2017-09-13,4182,1495,36.93,37,0.91,2.47,134,23,6,NA,NA,NA,"Make a gift without writing a check...","Inactive","Stock","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",38,"Yes","Period","No","No"
"Denison","Denison e-Blast 2017-11-17",2017-11-17,4897,1814,38.51,42,0.89,2.32,187,22,12,NA,NA,NA,"Denison Partners Newsletter... If and Then: What Happens Next","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Friday","Pre-COVID","Large",61,"Yes","No Punctuation","No","No"
"Denison","Denison e-Blast 2018-04-02 (DA 3 of 3)",2018-04-02,5458,2135,40.15,60,1.13,2.81,141,19,11,NA,NA,NA,"Denison Partners Newsletter... Giving and the New Tax Law","Inactive","TCJA","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",57,"Yes","No Punctuation","No","No"
"Denison","Denison e-Blast 2019-08-07 (DA eBlast 1 of 4)",2019-08-07,4660,1830,41.7,88,2.01,4.81,271,39,2,NA,NA,NA,"Denison Partners Newsletter... Philanthropy in Action","Inactive","Retirement Assets","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",53,"Yes","No Punctuation","No","No"
"Denison","Denison e-Blast 2019-12-06 (DA eBlast 2 of 4)",2019-12-06,4600,1626,36.11,65,1.44,4,97,18,0,NA,NA,NA,"Denison Partners Newsletter... Your Support Matters","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Friday","Pre-COVID","Large",51,"Yes","No Punctuation","Yes","No"
"Denison","Denison e-Blast 2020-02-25 (DA eBlast 3 of 4)",2020-02-24,6592,2513,38.83,74,1.14,2.94,121,23,2,NA,NA,NA,"Denison Partners Newsletter... Your Support Matters","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",51,"Yes","No Punctuation","Yes","No"
"Denison","Denison e-Blast 2020-05-12 (DA eBlast 4 of 4)",2020-05-12,4569,2015,44.93,63,1.4,3.13,84,21,1,NA,NA,NA,"Denison Partners Newsletter... Your Support Matters","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",51,"Yes","No Punctuation","Yes","No"
"Denison","Denison e-Blast 2020-12-08 (DA Eblast Only Off Contract?)",2020-12-08,5791,2262,39.84,60,1.06,2.65,114,17,6,NA,NA,NA,"Denison Partners Newsletter... Your Support Matters","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",51,"Yes","No Punctuation","Yes","No"
"Guest House","Guest House YE Mailer",2018-12-11,1247,240,21.76,9,0.82,3.75,144,24,9,NA,NA,NA,"Choose how you make a difference","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",32,"No","No Punctuation","No","No"
"Guest House","Guest House Will/Trust Mailer",2019-06-20,758,142,19.86,5,0.7,3.52,43,12,1,NA,NA,NA,"An Important Opportunity","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Small",24,"No","No Punctuation","No","No"
"Harvard TH Chan","Harvard Chan IRA 2017-11-07",2017-11-07,1043,278,27.02,11,1.07,3.96,14,16,1,NA,NA,NA,"IRA Gifts to the Harvard Chan School","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",36,"No","No Punctuation","Yes","No"
"Harvard TH Chan","Harvard Chan IRA 2017-11-07 (12/05/2017)",2017-12-05,1013,243,24.92,11,1.13,4.53,38,2,4,NA,NA,NA,"IRA Gifts to the Harvard Chan School","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",36,"No","No Punctuation","Yes","No"
"Harvard TH Chan","Harvard Chan IRA 2017-11-07 (12/12/2017)",2017-12-12,1011,226,23.3,9,0.93,3.98,41,3,0,NA,NA,NA,"IRA Gifts to the Harvard Chan School","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",36,"No","No Punctuation","Yes","No"
"Harvard TH Chan","Harvard Chan IRA 2017-11-07 (12/19/2017)",2017-12-19,1007,247,24.75,5,0.5,2.02,9,4,0,NA,NA,NA,"IRA Gifts to the Harvard Chan School","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",36,"No","No Punctuation","Yes","No"
"Harvard TH Chan","Harvard Chan DAF 2019-10-15 (Letter Style)",2019-10-15,3736,1199,32.53,49,1.33,4.09,50,57,7,NA,NA,NA,"Use a Donor-Advised Fund to Make a Difference Today","Inactive","DAF","Donor-Centric
Postcard",NA,NA,"Tuesday","Pre-COVID","Small",51,"Yes","No Punctuation","No","No"
"Kettering","Kettering DA Fall 2019 (1 of 2)",2019-10-30,5527,1057,21.27,18,0.36,1.7,558,63,10,NA,NA,NA,"Kettering University: Guiding Your Philanthropic Journey","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",56,"Yes","No Punctuation","Yes","No"
"Kettering","Kettering DA Spring 2020-05-13 (2 of 2)",2020-05-13,4568,949,22.05,15,0.35,1.58,264,47,10,NA,NA,NA,"Kettering University: Guiding Your Philanthropic Journey","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Wednesday","Post-COVID","Large",56,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2016-02-22",2016-02-22,12328,2650,22.32,19,0.16,0.72,455,63,33,NA,NA,NA,"Tax Planning and Giving: Ideas from NYU Torchlight","Inactive","Stock","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",50,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2016-06-20",2016-06-20,9298,1831,20.75,13,0.15,0.71,475,28,5,NA,NA,NA,"Tax Planning and Giving: Ideas from NYU Torchlight","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",50,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2016-10-07",2016-10-07,7582,1029,14.67,12,0.17,1.17,570,24,1,NA,NA,NA,"NYU Torchlight: Life-Income Gifts Benefit You and NYU","Inactive","Life Income Gifts","Donor-Centric
Newsletter",NA,NA,"Friday","Pre-COVID","Large",53,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2016-11",2016-11-30,16602,3236,20.61,69,0.44,2.13,898,85,1,NA,NA,NA,"NYU Torchlight: Strategies for Year-End Giving","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",46,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2017-03",2017-03-03,7556,1391,20.04,17,0.24,1.22,616,24,5,NA,NA,NA,"NYU Torchlight: Life-Income Gifts","Inactive","Life Income Gifts","Donor-Centric
Newsletter",NA,NA,"Friday","Pre-COVID","Large",33,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2017-06",2017-06-16,3497,738,23.54,8,0.26,1.08,362,20,0,NA,NA,NA,"NYU Stern Torchlight: Al Abraham's 75th Class Year Anniversary","Inactive","Wills","Donor-Centric
Newsletter",NA,NA,"Friday","Pre-COVID","Large",62,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2017-10-04",2017-10-04,16123,3121,20.92,50,0.34,1.6,1203,60,5,NA,NA,NA,"NYU Torchlight: A Gift to NYU—With Income to You","Inactive","Annuities","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",48,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2017-11 (2 of 3)",2017-11-30,15628,2942,20.05,60,0.41,2.04,954,57,14,NA,NA,NA,"NYU Torchlight: Strategies for Year-End Giving","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",46,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2018-04 (3 of 3)",2018-04-26,11661,2678,24.47,60,0.55,2.24,718,48,4,NA,NA,NA,"NYU Torchlight: Giving and the New Tax Law","Inactive","TCJA","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",42,"Yes","No Punctuation","No","No"
"New York University","NYU CGA Postcard (1 of 1)",2018-06-26,7191,1726,24.91,35,0.51,2.03,262,32,2,NA,NA,NA,"Higher Income from a Gift to NYU","Inactive","Annuities","Donor-Centric
Postcard",NA,NA,"Tuesday","Pre-COVID","Large",32,"No","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2018-09 (1 of 3)",2018-09-19,11402,2422,22.44,62,0.57,2.56,610,37,8,NA,NA,NA,"NYU Torchlight: The Gift Annuity... A Gift that Gives Back","Inactive","Annuities","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",58,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2018-12 (2 of 3)",2018-12-13,11301,2348,22.01,134,1.26,5.71,633,26,3,NA,NA,NA,"NYU Torchlight: Strategies for Year-End Giving","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",46,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2019-04 (3 of 3)",2019-04-18,12887,2691,22.56,179,1.5,6.65,961,90,6,NA,NA,NA,"NYU Torchlight: Ways to Give and Receive","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",40,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2019-09 (1 of 3)",2019-09-17,12584,2430,20.45,229,1.93,9.42,701,127,6,NA,NA,NA,"NYU Torchlight: Gift Annuities... Worth Your Attention","Inactive","Annuities","Donor-Centric
Newsletter",NA,NA,"Tuesday","Pre-COVID","Large",54,"Yes","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2019-12 (2 of 3)",2019-12-16,12347,2617,22.05,147,1.24,5.62,479,41,11,NA,NA,NA,"NYU Torchlight: Options for Making a Difference","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Monday","Pre-COVID","Large",47,"Yes","No Punctuation","Yes","No"
"New York University","NYU CGA Blast 2019-12",2019-12-18,42,15,35.71,1,2.38,6.67,0,0,0,NA,NA,NA,"Important news about gift annuities","Inactive","Annuities","Donor-Centric
Postcard",NA,NA,"Wednesday","Pre-COVID","Large",35,"No","No Punctuation","No","No"
"New York University","NYU Torchlight e-Newsletter 2020-09-15 (3 of 3)",2020-09-15,22493,4950,23.96,194,0.94,3.92,1832,339,37,NA,NA,NA,"NYU Torchlight: Options for Making a Difference","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","Yes","No"
"New York University","NYU YE Blast 2020-11-19",2020-11-19,24487,4486,20.88,149,0.69,3.32,3000,137,25,NA,NA,NA,"More than a gift: your support transforms lives.","Inactive","Year-End","Donor-Centric
Postcard",NA,NA,"Thursday","Post-COVID","Large",48,"Yes","Period","No","No"
"New York University","NYU Torchlight e-Newsletter 2021-05-18 (1 of 1)",2021-05-18,23057,5021,23.28,605,2.81,12.05,1490,488,13,NA,NA,NA,"NYU Torchlight: Options for Making a Difference","Inactive","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2021-11-30 (1 of 1)",2021-11-30,22075,6305,30.03,374,1.78,5.93,1076,86,6,NA,NA,NA,"NYU Torchlight: Options for Making a Difference","Inactive","Year-End","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","Yes","No"
"New York University","NYU Torchlight e-Newsletter 2022-07-21 (1 of 2)",2022-07-21,21841,9470,45.92,165,0.8,1.74,1217,75,8,NA,NA,NA,"NYU Torchlight: Options for Making a Difference","Inactive","Annuities","Donor-Centric
Newsletter",NA,NA,"Thursday","Post-COVID","Large",47,"Yes","No Punctuation","Yes","No"
"Nightingale-Bamford","Visions 2022-12-13",2022-12-13,408,258,63.86,1,0.25,0.39,4,0,1,NA,NA,NA,"""Generations"" Planned Giving Newsletter","Inactive","Mixed/Other","Visions",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","No Punctuation","No","No"
"Olivet","Olivet CGA Will Trust Postcard (1 of 2)",2018-06-14,1282,264,23.34,7,0.62,2.65,151,10,0,NA,NA,NA,"Help Olivet Make a Difference","Inactive","Annuities","Donor-Centric
Postcard",NA,NA,"Thursday","Pre-COVID","Small",29,"No","No Punctuation","No","No"
"Olivet","Olivet Year-End Postcard (2 of 2)",2018-11-29,2002,406,23.76,17,0.99,4.19,293,1,2,NA,NA,NA,"Choose how you make a difference","Inactive","Year-End","Donor-Centric
Postcard",NA,NA,"Thursday","Pre-COVID","Small",32,"No","No Punctuation","No","No"
"Olivet","Olivet Ways to Give Postcard (1 of 2)",2019-06-26,1274,249,21.03,14,1.18,5.62,90,6,2,NA,NA,NA,"Giving Makes a Difference. Planning Increases Your Impact.","Inactive","Mixed/Other","Donor-Centric
Postcard",NA,NA,"Wednesday","Pre-COVID","Small",58,"Yes","Period","No","No"
"Olivet","Olivet Year End Postcard (2 of 2)",2019-11-05,1069,261,25.49,12,1.17,4.6,45,5,2,NA,NA,NA,"Choose how you help Olivet enrich lives.","Inactive","Year-End","Donor-Centric
Postcard",NA,NA,"Tuesday","Pre-COVID","Small",40,"Yes","Period","No","No"
"Salvation Army SNE","Salvation Army SNE IRA Blast 2017-12-01",2017-12-01,968,83,17.66,2,0.43,2.41,498,5,3,NA,NA,NA,"Easy IRA Gifts to The Salvation Army","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Friday","Pre-COVID","Small",36,"No","No Punctuation","Yes","No"
"Salvation Army SNE","Salvation Army SNE IRA Blast 2017-12-01",2017-12-08,875,66,7.89,0,0,0,38,4,4,NA,NA,NA,"Easy IRA Gifts to The Salvation Army","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Friday","Pre-COVID","Small",36,"No","No Punctuation","Yes","No"
"Salvation Army SNE","Salvation Army SNE IRA Blast 2018-07",2018-07-30,1724,253,17.45,7,0.48,2.77,274,27,13,NA,NA,NA,"A Tax-Free Gift from Your IRA to The Salvation Army","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Monday","Pre-COVID","Small",51,"Yes","No Punctuation","Yes","No"
"Salvation Army SNE","Salvation Army SNE IRA Blast 2019-04-25",2019-04-25,4943,586,13.58,15,0.35,2.56,628,31,7,NA,NA,NA,"A Tax-Free Gift from Your IRA to The Salvation Army","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Small",51,"Yes","No Punctuation","Yes","No"
"St Joseph Hospital","SJH IRA e-Blast 2018-10-09",2018-10-09,391,109,33.85,2,0.62,1.83,69,1,0,NA,NA,NA,"Easy IRA Gifts to St. Joseph Hospital","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",37,"Yes","No Punctuation","Yes","No"
"St Joseph Hospital","SJH CGA e-Blast 2019-05",2019-05-09,504,155,36.9,1,0.24,0.65,84,3,0,NA,NA,NA,"Support St. Joseph Hospital... One Gift. Two Benefits.","Inactive","Annuities","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Small",54,"Yes","Period","No","No"
"St Joseph Hospital","SJH IRA e-Blast 2019-11-06",2019-11-06,899,186,24.28,1,0.13,0.54,133,4,1,NA,NA,NA,"Easy IRA Gifts to St. Joseph Hospital","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Small",37,"Yes","No Punctuation","Yes","No"
"St Joseph Hospital","StJoseph CGA e-Blast 2020-06-24",2020-06-24,861,170,21.6,7,0.89,4.12,74,5,0,NA,NA,NA,"It's easy to give and receive... with a charitable gift annuity","Inactive","Annuities","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Small",63,"Yes","No Punctuation","No","No"
"St Joseph Hospital","StJude CGA e-Blast 2020-06-24",2020-06-24,1117,213,21.03,4,0.39,1.88,104,9,0,NA,NA,NA,"It's easy to give and receive... with a charitable gift annuity","Inactive","Annuities","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Small",63,"Yes","No Punctuation","No","No"
"St Joseph Hospital","StMary YE e-Blast 2020-11-17",2020-11-17,267,58,23.97,0,0,0,25,3,0,NA,NA,NA,"In 2020, planning is more important than ever","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",45,"Yes","No Punctuation","No","No"
"St Joseph Hospital","StJude YE e-Blast 2020-11-17",2020-11-17,935,239,27.57,3,0.35,1.26,68,3,3,NA,NA,NA,"In 2020, planning is more important than ever","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",45,"Yes","No Punctuation","No","No"
"St Joseph Hospital","StJoseph YE e-Blast 2020-11-17",2020-11-17,1063,208,22.03,8,0.85,3.85,119,8,0,NA,NA,NA,"In 2020, planning is more important than ever","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",45,"Yes","No Punctuation","No","No"
"St Joseph Hospital","Mission YE e-Blast 2020-11-17",2020-11-17,893,267,33.93,0,0,0,106,3,1,NA,NA,NA,"In 2020, planning is more important than ever","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",45,"Yes","No Punctuation","No","No"
"St Joseph Hospital","Mission_Bequest_2021-07-16",2021-07-16,3064,705,26.69,14,0.53,1.99,423,30,3,NA,NA,NA,"Two rewarding ways to give back","Inactive","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Small",31,"No","No Punctuation","No","No"
"St Joseph Hospital","St_Mary_Bequest_2021-07-16",2021-07-16,345,90,28.48,0,0,0,29,0,0,NA,NA,NA,"Two rewarding ways to give back","Inactive","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Small",31,"No","No Punctuation","No","No"
"St Joseph Hospital","St_Joseph_Hosp_Fnd_Bequest_2021-07-16",2021-07-16,2220,450,22.39,8,0.4,1.78,210,6,3,NA,NA,NA,"Two rewarding ways to give back","Inactive","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Small",31,"No","No Punctuation","No","No"
